,ID,full_name,overall,eur_value,eur_wage,league
11303,213339,Bradley Garmston,64,500000.0,3000.0,English League One
538,213345,Kingsley Coman,79,18000000.0,81000.0,German Bundesliga
9199,213348,Adolphe Teikeu,66,625000.0,3000.0,French Ligue 2
11346,213349,Grégoire Puel,64,475000.0,2000.0,French Ligue 2
15321,213351,Sasa Matic,59,210000.0,1000.0,Swedish Allsvenskan
7090,213354,Timofey Margasov,68,925000.0,20000.0,Russian Premier League
12355,213355,Olmes Garcia,63,525000.0,1000.0,Colombian Primera A
10309,213358,Bo Geens,65,650000.0,2000.0,Belgian First Division A
9286,213367,Laurent Abergel,66,775000.0,2000.0,French Ligue 2
11420,213368,Lucas Rougeaux,64,500000.0,4000.0,Belgian First Division A
13273,213369,Kwame Yeboah,62,450000.0,6000.0,German Bundesliga
7177,213375,Antonio Vacca,68,1000000.0,3000.0,Italian Serie B
11447,213376,Jamie Hanson,64,900000.0,10000.0,English Championship
12424,213377,Hazaa Ibrahim Al Hazaa,63,475000.0,4000.0,Saudi Professional League
2941,213380,Kehinde Fatai,73,4700000.0,29000.0,Russian Premier League
6238,213388,Flavien Tait,69,1400000.0,12000.0,French Ligue 1
729,213400,Diego Laxalt,78,13500000.0,30000.0,Italian Serie A
8369,213404,Paweł Dawidowicz,67,1000000.0,2000.0,Italian Serie B
11586,213413,Lawrence Vigouroux,64,500000.0,3000.0,English League Two
4521,213414,William Troost-Ekong,71,2700000.0,10000.0,Turkish Süper Lig
12571,213417,Shaquile Coulthirst,63,525000.0,3000.0,English League Two
11606,213418,Chuba Akpom,64,775000.0,20000.0,English Premier League
16306,213419,Bartłomiej Kasprzak,57,140000.0,1000.0,Polish Ekstraklasa
14182,213421,Niclas Vemmelund,61,280000.0,1000.0,Rep. Ireland Premier Division
11632,213423,Bartosz Szeliga,64,600000.0,2000.0,Polish Ekstraklasa
8451,213428,Clint Irwin,67,525000.0,4000.0,USA Major League Soccer
1456,213432,Facundo Ferreyra,76,9500000.0,1000.0,Ukrainian Premier League
3078,213433,Fernando Tobio,73,3800000.0,16000.0,Argentinian Superliga
16332,213434,Jevani Brown,57,180000.0,3000.0,English League Two
12623,213436,Wandrille Lefèvre,63,300000.0,2000.0,USA Major League Soccer
7461,213439,Jonathan Osorio,68,1200000.0,5000.0,USA Major League Soccer
4620,213445,Eduardo López,71,3200000.0,30000.0,Mexican Liga MX
4626,213446,Raúl López,71,2600000.0,16000.0,Mexican Liga MX
8540,213449,Paweł Stolarski,67,1000000.0,4000.0,Polish Ekstraklasa
3857,213452,Unai Albizua Urquijo,72,2800000.0,7000.0,Spanish Segunda División
11806,213464,Stefan Karlsson,64,350000.0,1000.0,Swedish Allsvenskan
5645,213480,Fouad Bachirou,70,2000000.0,5000.0,Swedish Allsvenskan
12802,213482,Nika Kacharava,63,525000.0,6000.0,Polish Ekstraklasa
11908,213488,Daniel De Silva,64,875000.0,1000.0,Australian A-League
4786,213490,Isaiah Brown,71,3800000.0,25000.0,English Premier League
11919,213491,Adam Jahn,64,500000.0,3000.0,USA Major League Soccer
7673,213497,Jacob Une Larsson,68,1200000.0,4000.0,Swedish Allsvenskan
7679,213498,Serge-Junior Martinsson Ngouali,68,1200000.0,4000.0,Swedish Allsvenskan
13700,213501,Marcus Johansson,62,350000.0,1000.0,Swedish Allsvenskan
16058,213502,Robert Cornwall,58,150000.0,1000.0,Rep. Ireland Premier Division
14415,213509,Lucas Alves de Araujo,60,230000.0,1000.0,Swiss Super League
6688,213512,Guðmundur Þórarinsson,68,1200000.0,4000.0,Swedish Allsvenskan
1199,213516,Ricardo Jorge da Luz Horta,76,11000000.0,13000.0,Portuguese Primeira Liga
13751,213519,Brad Walker,61,475000.0,3000.0,English League Two
10993,213520,Jonatan Straus,64,500000.0,3000.0,Polish Ekstraklasa
12950,213526,Zakarie Labidi,62,500000.0,2000.0,French Ligue 2
11038,213527,Patrick Da Silva,64,500000.0,4000.0,Danish Superliga
12963,213528,Jakob Blåbjerg,62,350000.0,2000.0,Danish Superliga
9995,213530,Nicolai Poulsen,65,725000.0,4000.0,Norwegian Eliteserien
12985,213536,Maxime Crépeau,62,325000.0,1000.0,USA Major League Soccer
2084,213537,Babacar Sarr,74,6000000.0,8000.0,Norwegian Eliteserien
11109,213543,Kasper Pedersen,64,500000.0,4000.0,Danish Superliga
2723,213556,Calmon Wergiton do Rosário,73,4000000.0,29000.0,French Ligue 1
4161,213557,João Pedro Almeida Machado,71,3000000.0,6000.0,USA Major League Soccer
2732,213559,Fausto Antonio Tienza Nuñez,73,4500000.0,11000.0,Spanish Segunda División
132,213565,Thomas Lemar,83,38500000.0,37000.0,French Ligue 1
9034,213566,Chris Erskine,66,600000.0,3000.0,Scottish Premiership
7977,213567,Kris Doolan,67,725000.0,6000.0,Scottish Premiership
14586,213569,Aaron Taylor-Sinclair,60,210000.0,2000.0,English League One
13889,213570,Stephen O'Donnell,61,270000.0,1000.0,Scottish Premiership
15236,213571,Christie Elliott,59,160000.0,1000.0,Scottish Premiership
5073,213573,Marius Gersbeck,70,2000000.0,1000.0,German 3. Liga
6956,213577,Antonio José Rodríguez Díaz,68,1100000.0,6000.0,Spanish Segunda División
6002,213578,Daniel Frahn,69,1000000.0,1000.0,German 3. Liga
2190,213581,Martín Nervo,74,6000000.0,13000.0,Argentinian Superliga
728,213582,Alan Ruiz,78,14500000.0,18000.0,Portuguese Primeira Liga
6050,213588,Alejandro Sánchez,69,675000.0,5000.0,Argentinian Superliga
4267,213591,Juan Cornejo,71,2300000.0,19000.0,Mexican Liga MX
2232,213597,Diego Valdés,74,7500000.0,11000.0,Mexican Liga MX
10301,213612,Hosam Aiesh,65,750000.0,2000.0,Swedish Allsvenskan
5201,213613,Simon Gustafson,70,2400000.0,10000.0,Holland Eredivisie
7109,213614,Samuel Gustafson,68,1200000.0,20000.0,Italian Serie A
1774,213620,Felipe Mora,75,9000000.0,28000.0,Mexican Liga MX
10348,213624,Sebastián López,65,325000.0,1000.0,Colombian Primera A
2923,213629,Erick Pulgar,73,4700000.0,36000.0,Italian Serie A
10393,213635,Tom Lapslie,65,725000.0,4000.0,English League Two
6229,213642,James Wilson,69,1500000.0,48000.0,English Premier League
9379,213644,Andreas Geipl,66,675000.0,3000.0,German 2. Bundesliga
8309,213646,Miguel Aires Fernandes Olivera,67,700000.0,4000.0,Portuguese Primeira Liga
1816,213648,Pierre-Emile Højbjerg,75,9000000.0,52000.0,English Premier League
15904,213653,Tom Dallison,58,180000.0,4000.0,English League Two
15408,213654,Glen Kamara,59,270000.0,1000.0,Scottish Premiership
2355,213655,Alex Iwobi,74,9500000.0,64000.0,English Premier League
8359,213659,Fankaty Dabo,67,1000000.0,5000.0,Holland Eredivisie
309,213661,Andreas Christensen,81,24000000.0,86000.0,English Premier League
14153,213665,Jordan Houghton,61,400000.0,2000.0,English League One
5400,213666,Ruben Loftus-Cheek,70,3900000.0,27000.0,English Premier League
16634,213667,Dion Conroy,56,140000.0,2000.0,English League Two
14854,213668,Jesse Starkey,60,325000.0,1000.0,English League One
7350,213670,Isak Ssewankambo,68,1200000.0,4000.0,Norwegian Eliteserien
14167,213671,Reece Mitchell,61,350000.0,3000.0,English League Two
13436,213673,Alex Kiwomya,62,675000.0,2000.0,English League One
17184,213677,Ben Killip,54,90000.0,1000.0,English League Two
14896,213686,Donald Love,60,260000.0,1000.0,English Championship
15938,213687,Liam Grimshaw,58,210000.0,1000.0,Scottish Premiership
14902,213688,James Weir,60,325000.0,1000.0,English Championship
3079,213689,Ben Pearson,73,4500000.0,13000.0,English Championship
10632,213692,Joshua Harrop,65,925000.0,4000.0,English Championship
14913,213693,Joe Rothwell,60,350000.0,2000.0,English League One
11697,213694,Kenji Gorré,64,675000.0,14000.0,English Premier League
13505,213695,Sean Goss,62,450000.0,4000.0,English Championship
14234,213696,Matthew Willock,61,550000.0,14000.0,Holland Eredivisie
3818,213697,Paddy McNair,72,4200000.0,7000.0,English Championship
14238,213698,Jack Barmby,61,425000.0,2000.0,USA Major League Soccer
8509,213699,Ashley Fletcher,67,1300000.0,10000.0,English Championship
10709,213709,Isaac Gómez Sánchez,65,1000000.0,3000.0,Spanish Segunda División
5560,213711,Aldo Rocha,70,2400000.0,8000.0,Mexican Liga MX
12725,213717,Petteri Forsell,63,425000.0,1000.0,Swedish Allsvenskan
4686,213718,Bismar Acosta,71,1800000.0,5000.0,Norwegian Eliteserien
8596,213719,Alec Kann,67,625000.0,4000.0,USA Major League Soccer
8623,213724,Javier Fernández Abruñedo,67,1100000.0,10000.0,Spanish Primera División
5612,213725,Lebogang Phiri,70,2500000.0,13000.0,French Ligue 1
15997,213728,Olav Øby,58,150000.0,1000.0,Norwegian Eliteserien
7582,213729,Sondre Løvseth Rossbach,68,1400000.0,2000.0,Norwegian Eliteserien
2513,213732,Alexandr Selikhov,74,5500000.0,31000.0,Russian Premier League
7607,213736,Jesse Gonzalez,68,1100000.0,3000.0,USA Major League Soccer
14347,213737,Lewis Walters,61,400000.0,5000.0,English Championship
14357,213739,Paul Paton,61,230000.0,2000.0,Scottish Premiership
7635,213743,Tiago David Janeiro Caeiro,68,575000.0,5000.0,Portuguese Primeira Liga
10868,213745,Robert Costa Ventura,65,750000.0,5000.0,Spanish Primera División
5685,213746,Arsénio Martins Lafuente Nunes,70,1900000.0,6000.0,Portuguese Primeira Liga
5703,213750,Ken Sema,70,2400000.0,4000.0,Swedish Allsvenskan
6619,213751,João Diogo Serpa Meira,69,775000.0,5000.0,USA Major League Soccer
8794,213763,Rasmus Schüller,66,750000.0,1000.0,Finnish Veikkausliiga
15635,213767,Liam Nolan,58,140000.0,1000.0,English League Two
4051,213777,Iver Fossum,71,3300000.0,20000.0,German Bundesliga
11010,213778,Thomas Lehne Olsen,64,575000.0,2000.0,Norwegian Eliteserien
17042,213793,Eric Grimes,54,80000.0,1000.0,Rep. Ireland Premier Division
11088,213795,Christian Neiva Afonso,64,675000.0,3000.0,Portuguese Primeira Liga
12123,213797,Joe Bunney,63,425000.0,1000.0,English League One
6802,213798,Alex Mowatt,68,1300000.0,7000.0,English League One
2726,213813,Alexander Fransson,73,5500000.0,27000.0,Swiss Super League
2729,213814,Federico Di Francesco,73,6000000.0,44000.0,Italian Serie A
9000,213815,Mikael Uhre,66,1000000.0,4000.0,Danish Superliga
5984,213829,Alberto Cerri,69,1900000.0,41000.0,Italian Serie B
11247,213835,Jens-Martin Gammelby,64,625000.0,3000.0,Danish Superliga
6982,213839,Baptiste Guillaume,68,1200000.0,13000.0,French Ligue 1
12278,213841,Victor Lekhal,63,450000.0,1000.0,French Ligue 2
15296,213853,Kamil Mullin,59,220000.0,6000.0,Russian Premier League
12320,213855,Marcin Flis,63,400000.0,1000.0,Polish Ekstraklasa
13981,213864,Bjørn Inge Utvik,61,500000.0,1000.0,Norwegian Eliteserien
9236,213868,Jean-Charles Castelletto,66,750000.0,2000.0,French Ligue 2
11383,213871,Kasper Junker,64,625000.0,4000.0,Danish Superliga
2285,213874,Thiago Henrique Mendes Ribeiro,74,6500000.0,33000.0,French Ligue 1
6170,213884,Ryan Christie,69,1400000.0,25000.0,Scottish Premiership
5262,213885,Simeon Slavchev,70,2100000.0,9000.0,Polish Ekstraklasa
13298,213887,Tor André Aasheim,62,425000.0,1000.0,Norwegian Eliteserien
14740,213889,Ryan Haynes,60,260000.0,2000.0,English League Two
11472,213894,Hayden White,64,500000.0,5000.0,English League Two
1396,213899,Éder Balanta,76,9000000.0,32000.0,Swiss Super League
12460,213900,Ryan Seager,63,675000.0,11000.0,English League One
12464,213901,Abdullah Madu,63,450000.0,5000.0,Saudi Professional League
5339,213905,Sam Gallagher,70,3100000.0,41000.0,English Championship
2368,213917,Fábio Rafael Rodrigues Cardoso,74,7000000.0,38000.0,Scottish Premiership
9473,213922,Dennis Erdmann,66,625000.0,1000.0,German 3. Liga
3028,213927,Mykyta Shevchenko,73,4000000.0,1000.0,Ukrainian Premier League
5428,213930,Pylyp Budkivskyi,70,2300000.0,12000.0,Belgian First Division A
6347,213933,Linus Wahlqvist,69,1400000.0,3000.0,Swedish Allsvenskan
3776,213937,Ager Aketxe Barrutia,72,4300000.0,14000.0,Spanish Primera División
7396,213938,Davide Biraschi,68,1100000.0,14000.0,Italian Serie A
11690,213948,Duane Holmes,64,600000.0,3000.0,English League One
6427,213954,Anton Mitryushkin,69,1600000.0,6000.0,Swiss Super League
1125,213955,Sardar Azmoun,77,13500000.0,46000.0,Russian Premier League
3101,213956,Adama Traoré Diarra,73,7000000.0,15000.0,English Championship
9631,213957,Luca Crecco,66,1000000.0,9000.0,Italian Serie A
12672,213959,Elias Andersson,63,550000.0,1000.0,Swedish Allsvenskan
16365,213967,Christoffer Mafoumbi,57,100000.0,1000.0,English League One
3147,213974,Diego Rodríguez,73,3800000.0,19000.0,Argentinian Superliga
16974,213975,Gustav Jarl,55,100000.0,1000.0,Swedish Allsvenskan
6516,213979,Yonatan Murillo,69,1100000.0,2000.0,Colombian Primera A
11827,213982,Camilo Mancilla,64,525000.0,1000.0,Colombian Primera A
6535,213985,Édinson Palomino,69,925000.0,1000.0,Colombian Primera A
10805,213987,Elacio Córdoba,65,600000.0,1000.0,Colombian Primera A
6556,213990,Dávinson Monsalve,69,425000.0,2000.0,Colombian Primera A
1960,213991,Jefferson Lerma,75,8500000.0,18000.0,Spanish Primera División
11878,213993,Francesco Forte,64,600000.0,14000.0,Italian Serie B
14352,213994,Niccoló Belloni,61,350000.0,9000.0,Italian Serie B
5674,214000,Yordy Reyna,70,2400000.0,6000.0,USA Major League Soccer
5695,214004,Diego Peralta,70,1000000.0,2000.0,Colombian Primera A
5702,214005,Víctor Giraldo,70,1200000.0,4000.0,Colombian Primera A
4796,214006,Yerson Candelo,71,2900000.0,8000.0,Mexican Liga MX
11935,214007,Ahmed Al Nazera,64,600000.0,9000.0,Saudi Professional League
15093,214013,Jefferson Murillo,60,210000.0,1000.0,Mexican Liga MX
6647,214014,Carlos Lizarazo,69,1300000.0,1000.0,Colombian Primera A
9890,214016,Hárrison Mojica,65,700000.0,1000.0,Colombian Primera A
4006,214018,Juan Cabezas,71,2300000.0,3000.0,USA Major League Soccer
9906,214019,Daniel Giraldo,65,625000.0,1000.0,Colombian Primera A
4015,214021,Fáiner Torijano,71,2200000.0,2000.0,Colombian Primera A
4863,214025,Cristian Higuita,70,2100000.0,5000.0,USA Major League Soccer
4867,214026,Johan Mojica,70,2300000.0,8000.0,Spanish Primera División
9942,214028,César Amaya,65,650000.0,1000.0,Colombian Primera A
6706,214029,Miguel Murillo,68,1300000.0,2000.0,Colombian Primera A
10981,214030,Carlos Rentería,64,650000.0,11000.0,Colombian Primera A
4885,214031,Germán Mera,70,1700000.0,15000.0,Belgian First Division A
17033,214032,Brayan Lucumí,54,80000.0,1000.0,Colombian Primera A
11017,214035,Jefferson Martínez,64,450000.0,1000.0,Colombian Primera A
5818,214037,Camilo Saiz,69,1100000.0,3000.0,Argentinian Superliga
8863,214038,Sergio Mosquera,66,825000.0,1000.0,Colombian Primera A
13772,214039,Nelson Lemus,61,200000.0,1000.0,Colombian Primera A
1215,214040,Frank Fabra,76,8000000.0,25000.0,Argentinian Superliga
12966,214041,Santiago Londoño,62,375000.0,1000.0,Colombian Primera A
11055,214043,Yilmar Angulo,64,425000.0,1000.0,Colombian Primera A
8894,214046,Jonny Mosquera,66,675000.0,1000.0,Colombian Primera A
2664,214047,Matheus Uribe,73,4600000.0,48000.0,Mexican Liga MX
6796,214053,Fabio Burbano,68,1100000.0,2000.0,Colombian Primera A
7879,214054,Harold Rivera,67,1000000.0,1000.0,Colombian Primera A
13015,214057,Juan Suescún,62,375000.0,1000.0,Colombian Primera A
2140,214076,Nicolás Vikonis,74,2800000.0,4000.0,Colombian Primera A
11212,214081,David Murillo,64,525000.0,1000.0,Colombian Primera A
12232,214084,Andrés Arboleda,63,270000.0,1000.0,Colombian Primera A
5074,214085,Nicolás Carreño,70,2000000.0,2000.0,Colombian Primera A
16162,214088,Cameron Dawson,57,130000.0,4000.0,English Championship
8026,214091,Gilberto García,67,550000.0,4000.0,Colombian Primera A
2189,214092,Alexey Miranchuk,74,8000000.0,30000.0,Russian Premier League
9102,214093,Carlos Giraldo,66,90000.0,1000.0,Colombian Primera A
6018,214094,César Arias,69,1100000.0,2000.0,Colombian Primera A
6026,214096,Tim Kleindienst,69,1600000.0,13000.0,German Bundesliga
5110,214097,Benjamin Bourigeaud,70,2500000.0,14000.0,French Ligue 1
10200,214099,Mads Aaquist,65,875000.0,4000.0,Danish Superliga
5132,214106,Jonathan Lopera,70,1300000.0,3000.0,Colombian Primera A
2233,214110,José Cuadrado,74,3200000.0,2000.0,Colombian Primera A
7053,214114,Luis Carlos Murillo,68,875000.0,2000.0,Colombian Primera A
5171,214118,Mauricio Casierra,70,1200000.0,8000.0,Argentinian Superliga
7099,214124,Éder Castañeda,68,975000.0,1000.0,Colombian Primera A
3589,214129,Stiven Barreiro,72,3900000.0,12000.0,Mexican Liga MX
13245,214130,Juan Leyton,62,260000.0,1000.0,Colombian Primera A
8192,214131,Ramiro Sánchez,67,375000.0,2000.0,Colombian Primera A
1028,214132,Yimmi Chará,77,10500000.0,6000.0,Colombian Primera A
7145,214135,Julián Quiñones,68,875000.0,1000.0,Colombian Primera A
3618,214136,Francisco Meza,72,3400000.0,34000.0,Mexican Liga MX
9305,214140,Álvaro Navarro,66,525000.0,3000.0,Mexican Liga MX
11448,214144,Diego Chica,64,60000.0,1000.0,Colombian Primera A
5284,214146,Elvis Perlaza,70,1400000.0,2000.0,Colombian Primera A
11463,214147,Janeiler Rivas,64,350000.0,2000.0,Colombian Primera A
7207,214151,Juan Mahecha,68,850000.0,2000.0,Colombian Primera A
3674,214158,Yeison Gordillo,72,3600000.0,3000.0,Colombian Primera A
7264,214163,Juan Daniel Roa,68,1100000.0,3000.0,Colombian Primera A
12489,214164,Norbey Salazar,63,290000.0,1000.0,Colombian Primera A
1831,214169,William Tesillo,75,6500000.0,5000.0,Colombian Primera A
14141,214172,Fabio Castillo,61,230000.0,1000.0,Colombian Primera A
8382,214175,Carlos Robles,67,825000.0,1000.0,Colombian Primera A
10519,214177,Luis Paz,65,450000.0,1000.0,Colombian Primera A
7332,214178,Juan Camilo Vela,68,1200000.0,1000.0,Colombian Primera A
11602,214185,Sergio Romero,64,475000.0,1000.0,Colombian Primera A
8427,214187,Carlos Bejarano,67,450000.0,1000.0,Colombian Primera A
3047,214190,Leandro Castellanos,73,2000000.0,4000.0,Colombian Primera A
3773,214191,Rafael Perez,72,3000000.0,3000.0,Colombian Primera A
4555,214193,Dairon Mosquera,71,2600000.0,3000.0,Colombian Primera A
10588,214194,Andrés Correa,65,700000.0,1000.0,Colombian Primera A
6363,214195,Jorge Arias,69,1300000.0,2000.0,Colombian Primera A
2419,214196,Daniel Bocanegra,74,4100000.0,6000.0,Colombian Primera A
12599,214197,Julián Guillermo,63,350000.0,1000.0,Colombian Primera A
8460,214198,John Hernández,67,525000.0,3000.0,Colombian Primera A
8465,214199,Cristian Restrepo,67,600000.0,3000.0,Colombian Primera A
9563,214200,Juan Zuluaga,66,750000.0,1000.0,Colombian Primera A
4584,214201,Cleider Alzáte,71,2300000.0,2000.0,Colombian Primera A
7451,214206,Germán Cano,68,900000.0,20000.0,Mexican Liga MX
1898,214207,Felipe Pardo,75,7000000.0,1000.0,Greek Super League
3816,214208,Leonardo Pico,72,3500000.0,3000.0,Colombian Primera A
3094,214209,Ayron del Valle,73,4100000.0,6000.0,Colombian Primera A
8510,214211,Ray Vanegas,67,1000000.0,3000.0,Colombian Primera A
7489,214214,William Arboleda,68,1000000.0,2000.0,Colombian Primera A
6482,214226,Raúl Loaiza,69,1500000.0,3000.0,Colombian Primera A
15006,214241,Jamillacson Palacios,60,200000.0,1000.0,Colombian Primera A
12803,214250,Manuel Palacios,63,500000.0,1000.0,Colombian Primera A
9899,214274,José Chunga,65,500000.0,1000.0,Colombian Primera A
6817,214313,Juan Delgado,68,1200000.0,7000.0,Spanish Segunda División
8944,214314,Alejandro Otero,66,325000.0,1000.0,Colombian Primera A
6833,214315,Luis Narváez,68,525000.0,3000.0,Colombian Primera A
2119,214323,Guillermo Celis,74,6500000.0,9000.0,Portuguese Primeira Liga
10096,214328,John Valencia,65,230000.0,1000.0,Colombian Primera A
9007,214329,Jonathan Álvarez,66,600000.0,1000.0,Colombian Primera A
7956,214330,Maicol Balanta,67,800000.0,2000.0,Colombian Primera A
5035,214331,Luis Carlos Ruiz,70,1700000.0,5000.0,Colombian Primera A
962,214332,Daniel Torres,77,8500000.0,25000.0,Spanish Primera División
16147,214334,Santiago Rodas,57,80000.0,1000.0,Colombian Primera A
4202,214338,Édison Toloza,71,1500000.0,4000.0,Colombian Primera A
9053,214339,Deivy Balanta,66,825000.0,1000.0,Colombian Primera A
5985,214341,Jonathan Ávila,69,1200000.0,3000.0,Colombian Primera A
5079,214343,Didier Moreno,70,1900000.0,3000.0,Colombian Primera A
8023,214345,David Valencia,67,775000.0,1000.0,Colombian Primera A
4239,214350,Michael Rangel,71,3000000.0,4000.0,Turkish Süper Lig
10180,214351,Diego Novoa,65,450000.0,1000.0,Colombian Primera A
16171,214353,William Cuesta,57,100000.0,1000.0,Colombian Primera A
9128,214354,Dairon Asprilla,66,800000.0,3000.0,USA Major League Soccer
3508,214355,Ricardo Jérez,72,1900000.0,1000.0,Colombian Primera A
10206,214356,Jerson Malagón,65,650000.0,1000.0,Colombian Primera A
8079,214358,Juan Pablo Nieto,67,1100000.0,3000.0,Colombian Primera A
7015,214360,Víctor Castillo,68,700000.0,1000.0,Colombian Primera A
10235,214364,Felipe Álvarez,65,625000.0,1000.0,Colombian Primera A
5140,214366,Rafael Carrascal,70,2000000.0,3000.0,Colombian Primera A
10247,214367,Daniel Briceño,65,375000.0,1000.0,Colombian Primera A
13191,214368,Jesús Arrieta,62,375000.0,1000.0,Colombian Primera A
2843,214369,Andrés Andrade,73,4000000.0,30000.0,Mexican Liga MX
8129,214371,Juan Arboleda,67,625000.0,1000.0,Colombian Primera A
9200,214372,Wilmer Díaz,66,40000.0,1000.0,Colombian Primera A
3562,214373,Antony Silva,72,0.0,0.0,
3572,214376,Darwin Andrade,72,3200000.0,3000.0,Colombian Primera A
2871,214378,David Silva,73,3700000.0,5000.0,Colombian Primera A
2873,214379,Angelo Rodríguez,73,4100000.0,2000.0,Colombian Primera A
7100,214380,Yonni Hinestroza,68,500000.0,2000.0,Colombian Primera A
9244,214382,Iván Rivas,66,500000.0,1000.0,Colombian Primera A
9251,214383,Henry Obando,66,750000.0,1000.0,Colombian Primera A
3586,214384,Felipe Aguilar,72,4200000.0,4000.0,Colombian Primera A
7123,214386,Camilo Ayala,68,600000.0,2000.0,Colombian Primera A
4356,214388,Danilo Moreno Asprilla,71,2400000.0,16000.0,Saudi Professional League
7140,214390,Henry Rojas,68,850000.0,3000.0,Colombian Primera A
2907,214392,Jefferson Cuero,73,3900000.0,13000.0,Mexican Liga MX
3621,214393,Danovis Banguero,72,2900000.0,1000.0,Colombian Primera A
2301,214394,Wilmar Barrios,74,7000000.0,18000.0,Argentinian Superliga
6167,214395,Charles Monsalvo,69,1200000.0,2000.0,Colombian Primera A
7183,214401,Héctor Urrego,68,1000000.0,3000.0,Colombian Primera A
9351,214407,Yair Arrechea,66,90000.0,1000.0,Colombian Primera A
7213,214408,Igor Lichnovsky,68,1100000.0,7000.0,Mexican Liga MX
13343,214410,Sergio Velázquez,62,350000.0,2000.0,Argentinian Superliga
6251,214417,Jean Carlos Blanco,69,1400000.0,2000.0,Colombian Primera A
2983,214421,Freddy Hinestroza,73,4200000.0,10000.0,Mexican Liga MX
15433,214432,Juan David Valencia,59,160000.0,1000.0,Colombian Primera A
6312,214434,Mauricio Cuero,69,1300000.0,11000.0,Mexican Liga MX
4517,214436,Paulo Díaz,71,3100000.0,12000.0,Argentinian Superliga
9514,214445,Darwin López,66,875000.0,1000.0,Colombian Primera A
5442,214447,Sergio López,70,1800000.0,2000.0,Colombian Primera A
12628,214462,Iván Arboleda,63,450000.0,2000.0,Argentinian Superliga
3814,214463,Wilson Morelo,72,3000000.0,4000.0,Colombian Primera A
13531,214473,Kevin Piedrahita,62,270000.0,1000.0,Colombian Primera A
6458,214477,Andrés Correa,69,600000.0,1000.0,Colombian Primera A
13553,214478,Sebastián Ayala,62,450000.0,1000.0,Colombian Primera A
10719,214479,Jhonny Meza,65,625000.0,1000.0,Colombian Primera A
6472,214480,Javier López,69,950000.0,3000.0,Colombian Primera A
8583,214482,Fábio Rodríguez,67,500000.0,2000.0,Colombian Primera A
5580,214483,Carlos Arboleda,70,1600000.0,4000.0,Colombian Primera A
14293,214485,Juan Rodríguez,61,350000.0,1000.0,Colombian Primera A
7553,214488,Jhonny Vásquez,68,700000.0,2000.0,Colombian Primera A
9715,214489,Mauricio Restrepo,66,90000.0,1000.0,Colombian Primera A
10765,214492,Yessy Mena,65,575000.0,1000.0,Colombian Primera A
6522,214493,Jorge Aguirre,69,1000000.0,3000.0,Colombian Primera A
7579,214495,Elvis Mosquera,68,925000.0,1000.0,Colombian Primera A
9748,214497,Andrés Ricaurte,66,800000.0,1000.0,Colombian Primera A
4765,214506,Román Torres,71,1600000.0,6000.0,USA Major League Soccer
7619,214507,Ánderson Zapata,68,525000.0,2000.0,Colombian Primera A
9803,214508,Camilo Pérez,66,425000.0,1000.0,Colombian Primera A
8698,214509,Nicolás Palacios,67,850000.0,1000.0,Colombian Primera A
9815,214510,Luis Mosquera,66,650000.0,1000.0,Colombian Primera A
5690,214515,Marlon Piedrahita,70,975000.0,3000.0,Colombian Primera A
10885,214518,Lewis Ochoa,65,300000.0,1000.0,Colombian Primera A
17015,214525,David Richards,55,90000.0,2000.0,English League Two
4847,214533,Juan Villota,70,2200000.0,2000.0,Colombian Primera A
9920,214534,Anthony Tapia,65,500000.0,1000.0,Colombian Primera A
8810,214536,Yamilson Rivera,66,650000.0,2000.0,Colombian Primera A
4895,214545,Elkin Blanco,70,1700000.0,4000.0,Colombian Primera A
4910,214547,Luis Páez,70,1700000.0,2000.0,Colombian Primera A
12060,214550,Yúber Asprilla,63,475000.0,1000.0,Colombian Primera A
5905,214572,Juan Angulo,69,825000.0,2000.0,Colombian Primera A
7917,214575,Luis Payares,67,750000.0,2000.0,Colombian Primera A
5023,214582,Cristian Bonilla,70,1800000.0,3000.0,Colombian Primera A
10089,214583,Cristian Vargas,65,450000.0,1000.0,Colombian Primera A
956,214584,Franco Armani,77,5500000.0,6000.0,Colombian Primera A
12189,214585,Luis Martínez,63,150000.0,1000.0,Colombian Primera A
2154,214594,Matías Laba,74,6000000.0,8000.0,USA Major League Soccer
11222,214595,Patrick Schorr,64,525000.0,1000.0,German 3. Liga
6952,214600,Francisco Nájera,68,375000.0,4000.0,Colombian Primera A
4228,214601,Stefan Medina,71,2500000.0,30000.0,Mexican Liga MX
2783,214603,Farid Díaz,73,0.0,0.0,
1297,214605,Alexander Mejía,76,6000000.0,33000.0,Mexican Liga MX
1701,214606,Sebastián Pérez,75,9000000.0,20000.0,Argentinian Superliga
6985,214608,Alejandro Bernal,68,700000.0,4000.0,Colombian Primera A
6995,214611,Jhon Freddy Pajoy,68,900000.0,3000.0,Colombian Primera A
9139,214613,Félix Micolta,66,750000.0,3000.0,Mexican Liga MX
2813,214615,Jefferson Duque,73,3900000.0,24000.0,Colombian Primera A
15794,214621,Ciarán O'Connor,58,210000.0,1000.0,Rep. Ireland Premier Division
1731,214622,Jeremy Toljan,75,8000000.0,36000.0,German Bundesliga
13990,214634,Jake Hessenthaler,61,300000.0,2000.0,English League One
2271,214639,Sergio Postigo Redondo,74,5000000.0,22000.0,Spanish Primera División
